dqc_category,dqc_field,dqc_value,dqc_rule,record_count,frequency_pct,source_file,source_row_number,month,town,flat_type,flat_model,storey_range,floor_area_sqm,remaining_lease,remaining_lease_decade,price_per_sqm,resale_price
rare value,block,150A,block frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,256,2012-03,BISHAN,4 ROOM,SIMPLIFIED,01 TO 05,84.0,61 years 4 months,,,390000.0
rare value,block,640A,block frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,2361,2012-03,YISHUN,EXECUTIVE,APARTMENT,01 TO 05,164.0,64 years 4 months,,,655000.0
rare value,block,10C,block frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,21759,2013-02,BEDOK,EXECUTIVE,APARTMENT,01 TO 03,142.0,67 years 4 months,,,773000.0
rare value,block,828A,block frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,23205,2013-03,JURONG WEST,EXECUTIVE,MAISONETTE,01 TO 03,149.0,65 years 4 months,,,580000.0
rare value,block,863B,block frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,33548,2013-10,TAMPINES,4 ROOM,MODEL A,01 TO 03,104.0,60 years 4 months,,,448000.0
rare value,block,856E,block frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,35914,2013-12,TAMPINES,EXECUTIVE,APARTMENT,04 TO 06,147.0,67 years 4 months,,,750000.0
rare value,block,905,block frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,18368,2016-01,JURONG WEST,4 ROOM,MODEL A,01 TO 03,108.0,60 years 4 months,,,330000.0
rare value,block,80C,block frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36063,2016-12,BUKIT MERAH,3 ROOM,PREMIUM APARTMENT,04 TO 06,68.0,85 years 4 months,,,510000.0
rare value,block,476C,block frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36166,2016-12,CHOA CHU KANG,3 ROOM,MODEL A,10 TO 12,67.0,85 years 4 months,,,315000.0
rare value,block,617C,block frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36631,2016-12,PUNGGOL,5 ROOM,PREMIUM APARTMENT,13 TO 15,120.0,85 years 4 months,,,570000.0
rare value,block,618B,block frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36633,2016-12,PUNGGOL,5 ROOM,PREMIUM APARTMENT,16 TO 18,113.0,85 years 4 months,,,538000.0
rare value,block,435A,block frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36762,2016-12,SENGKANG,4 ROOM,PREMIUM APARTMENT,04 TO 06,94.0,85 years 4 months,,,410000.0
rare value,block,434A,block frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36763,2016-12,SENGKANG,4 ROOM,PREMIUM APARTMENT,16 TO 18,94.0,85 years 4 months,,,460000.0
rare value,street_name,MARINE PARADE CTRL,street_name frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,19274,2012-12,MARINE PARADE,3 ROOM,IMPROVED,01 TO 03,66.0,50 years 4 months,,,388000.0
rare value,street_name,SEMBAWANG WAY,street_name frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,3318,2015-03,SEMBAWANG,5 ROOM,IMPROVED,13 TO 15,110.0,74 years 4 months,,,505000.0
rare value,street_name,TELOK BLANGAH ST 31,street_name frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36063,2016-12,BUKIT MERAH,3 ROOM,PREMIUM APARTMENT,04 TO 06,68.0,85 years 4 months,,,510000.0
rare value,floor_area_sqm,243.0,floor_area_sqm frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,2623,2012-04,BISHAN,EXECUTIVE,MAISONETTE,06 TO 10,243.0,62 years 4 months,,,869000.0
rare value,floor_area_sqm,171.0,floor_area_sqm frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,6836,2012-05,YISHUN,MULTI-GENERATION,MULTI GENERATION,01 TO 05,171.0,59 years 4 months,,,680000.0
rare value,floor_area_sqm,249.0,floor_area_sqm frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,12115,2012-08,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,249.0,44 years 4 months,,,988888.0
rare value,floor_area_sqm,266.0,floor_area_sqm frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,24738,2013-04,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,266.0,44 years 4 months,,,1020000.0
rare value,floor_area_sqm,37.0,floor_area_sqm frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,26250,2013-05,JURONG WEST,2 ROOM,MODEL A,01 TO 03,37.0,50 years 4 months,,,208000.0
rare value,floor_area_sqm,180.0,floor_area_sqm frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,34556,2013-11,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,180.0,44 years 4 months,,,993888.0
rare value,floor_area_sqm,68.8,floor_area_sqm frequency count <= 1,1,0.0011,d_2d5ff9ea31397b66239f245f57751537.csv,47760,2014-09,WOODLANDS,3 ROOM,NEW GENERATION,01 TO 03,68.8,53 years 4 months,,,270000.0
rare value,floor_area_sqm,280.0,floor_area_sqm frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,3115,2015-03,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,280.0,44 years 4 months,,,1060000.0
rare value,floor_area_sqm,241.0,floor_area_sqm frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,7907,2015-06,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,241.0,44 years 4 months,,,958000.0
rare value,floor_area_sqm,259.0,floor_area_sqm frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,36492,2016-12,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,259.0,44 years 4 months,,,1150000.0
rare value,flat_model,2-ROOM,flat_model frequency count <= 1,1,0.0011,d_ea9ed51da2787afaf8e51f827c304208.csv,33457,2016-10,PASIR RIS,2 ROOM,2-ROOM,01 TO 03,55.0,66 years 4 months,,,240000.0
anomaly resale price,price_per_sqm,6688.89,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,397,2012-03,BUKIT BATOK,4 ROOM,MODEL A,16 TO 20,90.0,75 years 4 months,70-79 years,6688.89,602000.0
anomaly resale price,price_per_sqm,4575.76,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,398,2012-03,BUKIT BATOK,5 ROOM,MODEL A,11 TO 15,132.0,57 years 4 months,50-59 years,4575.76,604000.0
anomaly resale price,price_per_sqm,4696.97,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,402,2012-03,BUKIT BATOK,5 ROOM,MODEL A,16 TO 20,132.0,57 years 4 months,50-59 years,4696.97,620000.0
anomaly resale price,price_per_sqm,7207.79,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,455,2012-03,BUKIT MERAH,3 ROOM,STANDARD,01 TO 05,77.0,45 years 4 months,40-49 years,7207.79,555000.0
anomaly resale price,price_per_sqm,6769.23,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,465,2012-03,BUKIT MERAH,4 ROOM,NEW GENERATION,06 TO 10,91.0,57 years 4 months,50-59 years,6769.23,616000.0
anomaly resale price,price_per_sqm,8600.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,1264,2012-03,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 05,80.0,44 years 4 months,40-49 years,8600.0,688000.0
anomaly resale price,price_per_sqm,8409.64,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,1265,2012-03,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 05,83.0,44 years 4 months,40-49 years,8409.64,698000.0
anomaly resale price,price_per_sqm,3827.59,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,2000,2012-03,WOODLANDS,3 ROOM,NEW GENERATION,06 TO 10,87.0,49 years 4 months,40-49 years,3827.59,333000.0
anomaly resale price,price_per_sqm,5669.7,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,2424,2012-04,ANG MO KIO,3 ROOM,NEW GENERATION,06 TO 10,73.0,50 years 4 months,50-59 years,5669.7,413888.0
anomaly resale price,price_per_sqm,6293.1,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,2807,2012-04,BUKIT MERAH,5 ROOM,IMPROVED,16 TO 20,116.0,72 years 4 months,70-79 years,6293.1,730000.0
anomaly resale price,price_per_sqm,4363.64,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,3023,2012-04,CHOA CHU KANG,5 ROOM,IMPROVED,16 TO 20,121.0,68 years 4 months,60-69 years,4363.64,528000.0
anomaly resale price,price_per_sqm,5722.22,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,3862,2012-04,SENGKANG,4 ROOM,PREMIUM APARTMENT,01 TO 05,90.0,78 years 4 months,70-79 years,5722.22,515000.0
anomaly resale price,price_per_sqm,5888.89,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,3877,2012-04,SENGKANG,4 ROOM,PREMIUM APARTMENT,11 TO 15,90.0,78 years 4 months,70-79 years,5888.89,530000.0
anomaly resale price,price_per_sqm,4156.63,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,4197,2012-04,WOODLANDS,3 ROOM,MODEL A,11 TO 15,83.0,65 years 4 months,60-69 years,4156.63,345000.0
anomaly resale price,price_per_sqm,4180.12,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,4372,2012-04,WOODLANDS,EXECUTIVE,APARTMENT,11 TO 15,161.0,67 years 4 months,60-69 years,4180.12,673000.0
anomaly resale price,price_per_sqm,4108.11,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,6376,2012-05,TAMPINES,EXECUTIVE,APARTMENT,01 TO 05,148.0,68 years 4 months,60-69 years,4108.11,608000.0
anomaly resale price,price_per_sqm,4733.04,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,6384,2012-05,TAMPINES,EXECUTIVE,MAISONETTE,01 TO 05,154.0,60 years 4 months,60-69 years,4733.04,728888.0
anomaly resale price,price_per_sqm,5119.21,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,6385,2012-05,TAMPINES,EXECUTIVE,APARTMENT,11 TO 15,151.0,67 years 4 months,60-69 years,5119.21,773000.0
anomaly resale price,price_per_sqm,6845.24,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,6449,2012-05,TOA PAYOH,4 ROOM,IMPROVED,21 TO 25,84.0,46 years 4 months,40-49 years,6845.24,575000.0
anomaly resale price,price_per_sqm,3829.79,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,7717,2012-06,JURONG WEST,3 ROOM,MODEL A,01 TO 03,94.0,56 years 4 months,50-59 years,3829.79,360000.0
anomaly resale price,price_per_sqm,4642.86,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,7724,2012-06,JURONG WEST,4 ROOM,SIMPLIFIED,07 TO 09,84.0,57 years 4 months,50-59 years,4642.86,390000.0
anomaly resale price,price_per_sqm,4752.48,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,7793,2012-06,JURONG WEST,4 ROOM,MODEL A,04 TO 06,101.0,69 years 4 months,60-69 years,4752.48,480000.0
anomaly resale price,price_per_sqm,4198.68,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,7856,2012-06,JURONG WEST,EXECUTIVE,MAISONETTE,10 TO 12,151.0,57 years 4 months,50-59 years,4198.68,634000.0
anomaly resale price,price_per_sqm,8967.39,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,7914,2012-06,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,92.0,44 years 4 months,40-49 years,8967.39,825000.0
anomaly resale price,price_per_sqm,5142.86,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,7939,2012-06,PASIR RIS,4 ROOM,SIMPLIFIED,04 TO 06,84.0,60 years 4 months,60-69 years,5142.86,432000.0
anomaly resale price,price_per_sqm,9293.83,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,8126,2012-06,QUEENSTOWN,3 ROOM,TERRACE,01 TO 03,81.0,40 years 4 months,40-49 years,9293.83,752800.0
anomaly resale price,price_per_sqm,4904.76,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,9050,2012-07,BEDOK,4 ROOM,PREMIUM APARTMENT,07 TO 09,105.0,72 years 4 months,70-79 years,4904.76,515000.0
anomaly resale price,price_per_sqm,5066.67,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,9052,2012-07,BEDOK,4 ROOM,PREMIUM APARTMENT,16 TO 18,105.0,72 years 4 months,70-79 years,5066.67,532000.0
anomaly resale price,price_per_sqm,5246.58,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,9317,2012-07,BUKIT PANJANG,3 ROOM,MODEL A,10 TO 12,73.0,60 years 4 months,60-69 years,5246.58,383000.0
anomaly resale price,price_per_sqm,5424.66,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,9323,2012-07,BUKIT PANJANG,3 ROOM,MODEL A,10 TO 12,73.0,60 years 4 months,60-69 years,5424.66,396000.0
anomaly resale price,price_per_sqm,5035.71,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,9647,2012-07,HOUGANG,4 ROOM,SIMPLIFIED,04 TO 06,84.0,60 years 4 months,60-69 years,5035.71,423000.0
anomaly resale price,price_per_sqm,4957.63,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,9962,2012-07,JURONG WEST,5 ROOM,IMPROVED,16 TO 18,118.0,54 years 4 months,50-59 years,4957.63,585000.0
anomaly resale price,price_per_sqm,8617.02,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,10035,2012-07,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,94.0,44 years 4 months,40-49 years,8617.02,810000.0
anomaly resale price,price_per_sqm,5035.71,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,10062,2012-07,PASIR RIS,4 ROOM,SIMPLIFIED,10 TO 12,84.0,60 years 4 months,60-69 years,5035.71,423000.0
anomaly resale price,price_per_sqm,5596.64,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,10609,2012-07,TAMPINES,5 ROOM,IMPROVED,07 TO 09,119.0,69 years 4 months,60-69 years,5596.64,666000.0
anomaly resale price,price_per_sqm,4600.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,10863,2012-07,WOODLANDS,5 ROOM,IMPROVED,07 TO 09,120.0,68 years 4 months,60-69 years,4600.0,552000.0
anomaly resale price,price_per_sqm,3439.31,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,10875,2012-07,WOODLANDS,EXECUTIVE,APARTMENT,04 TO 06,173.0,67 years 4 months,60-69 years,3439.31,595000.0
anomaly resale price,price_per_sqm,4685.31,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,10880,2012-07,WOODLANDS,EXECUTIVE,MAISONETTE,10 TO 12,143.0,68 years 4 months,60-69 years,4685.31,670000.0
anomaly resale price,price_per_sqm,4510.49,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,12058,2012-08,JURONG WEST,EXECUTIVE,MAISONETTE,04 TO 06,143.0,69 years 4 months,60-69 years,4510.49,645000.0
anomaly resale price,price_per_sqm,4120.88,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,13678,2012-09,GEYLANG,4 ROOM,NEW GENERATION,04 TO 06,91.0,52 years 4 months,50-59 years,4120.88,375000.0
anomaly resale price,price_per_sqm,4950.5,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,13762,2012-09,HOUGANG,4 ROOM,MODEL A,04 TO 06,101.0,69 years 4 months,60-69 years,4950.5,500000.0
anomaly resale price,price_per_sqm,9397.59,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,14003,2012-09,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,83.0,44 years 4 months,40-49 years,9397.59,780000.0
anomaly resale price,price_per_sqm,4613.86,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,15300,2012-10,BUKIT PANJANG,4 ROOM,MODEL A,01 TO 03,101.0,69 years 4 months,60-69 years,4613.86,466000.0
anomaly resale price,price_per_sqm,6000.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,15797,2012-10,JURONG WEST,4 ROOM,MODEL A,04 TO 06,95.0,72 years 4 months,70-79 years,6000.0,570000.0
anomaly resale price,price_per_sqm,8271.84,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,15866,2012-10,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,103.0,44 years 4 months,40-49 years,8271.84,852000.0
anomaly resale price,price_per_sqm,5656.57,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,16415,2012-10,TAMPINES,4 ROOM,MODEL A,10 TO 12,99.0,68 years 4 months,60-69 years,5656.57,560000.0
anomaly resale price,price_per_sqm,5333.33,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,16627,2012-10,WOODLANDS,4 ROOM,PREMIUM APARTMENT,10 TO 12,90.0,76 years 4 months,70-79 years,5333.33,480000.0
anomaly resale price,price_per_sqm,2375.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,16662,2012-10,YISHUN,4 ROOM,MODEL A,10 TO 12,104.0,57 years 4 months,50-59 years,2375.0,247000.0
anomaly resale price,price_per_sqm,5820.9,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,17405,2012-11,HOUGANG,3 ROOM,NEW GENERATION,01 TO 03,67.0,57 years 4 months,50-59 years,5820.9,390000.0
anomaly resale price,price_per_sqm,4754.72,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,17616,2012-11,JURONG WEST,4 ROOM,MODEL A,19 TO 21,106.0,68 years 4 months,60-69 years,4754.72,504000.0
anomaly resale price,price_per_sqm,10410.26,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,17722,2012-11,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,78.0,44 years 4 months,40-49 years,10410.26,812000.0
anomaly resale price,price_per_sqm,4036.59,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,18265,2012-11,WOODLANDS,3 ROOM,NEW GENERATION,04 TO 06,82.0,49 years 4 months,40-49 years,4036.59,331000.0
anomaly resale price,price_per_sqm,4621.62,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,18533,2012-12,ANG MO KIO,3 ROOM,NEW GENERATION,04 TO 06,74.0,52 years 4 months,50-59 years,4621.62,342000.0
anomaly resale price,price_per_sqm,5890.41,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,18541,2012-12,ANG MO KIO,3 ROOM,NEW GENERATION,01 TO 03,73.0,50 years 4 months,50-59 years,5890.41,430000.0
anomaly resale price,price_per_sqm,6483.52,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,18568,2012-12,ANG MO KIO,4 ROOM,NEW GENERATION,07 TO 09,91.0,51 years 4 months,50-59 years,6483.52,590000.0
anomaly resale price,price_per_sqm,5396.04,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,18808,2012-12,BUKIT PANJANG,4 ROOM,MODEL A,19 TO 21,101.0,69 years 4 months,60-69 years,5396.04,545000.0
anomaly resale price,price_per_sqm,5577.78,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,18815,2012-12,BUKIT PANJANG,4 ROOM,PREMIUM APARTMENT,13 TO 15,90.0,76 years 4 months,70-79 years,5577.78,502000.0
anomaly resale price,price_per_sqm,5837.84,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,18821,2012-12,BUKIT PANJANG,5 ROOM,PREMIUM APARTMENT,07 TO 09,111.0,75 years 4 months,70-79 years,5837.84,648000.0
anomaly resale price,price_per_sqm,5200.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,19223,2012-12,JURONG WEST,EXECUTIVE,APARTMENT,13 TO 15,125.0,74 years 4 months,70-79 years,5200.0,650000.0
anomaly resale price,price_per_sqm,5309.52,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,19290,2012-12,PASIR RIS,4 ROOM,SIMPLIFIED,07 TO 09,84.0,60 years 4 months,60-69 years,5309.52,446000.0
anomaly resale price,price_per_sqm,7000.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,19568,2012-12,SERANGOON,3 ROOM,SIMPLIFIED,07 TO 09,64.0,58 years 4 months,50-59 years,7000.0,448000.0
anomaly resale price,price_per_sqm,6164.38,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,19596,2012-12,TAMPINES,3 ROOM,MODEL A,10 TO 12,73.0,56 years 4 months,50-59 years,6164.38,450000.0
anomaly resale price,price_per_sqm,6423.73,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,19668,2012-12,TAMPINES,5 ROOM,IMPROVED,07 TO 09,118.0,68 years 4 months,60-69 years,6423.73,758000.0
anomaly resale price,price_per_sqm,5122.22,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,19815,2012-12,WOODLANDS,4 ROOM,PREMIUM APARTMENT,07 TO 09,90.0,76 years 4 months,70-79 years,5122.22,461000.0
anomaly resale price,price_per_sqm,4598.04,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,20737,2013-01,JURONG WEST,4 ROOM,MODEL A,07 TO 09,102.0,69 years 4 months,60-69 years,4598.04,469000.0
anomaly resale price,price_per_sqm,8307.69,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,20971,2013-01,QUEENSTOWN,3 ROOM,IMPROVED,19 TO 21,65.0,46 years 4 months,40-49 years,8307.69,540000.0
anomaly resale price,price_per_sqm,6181.82,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,21155,2013-01,SENGKANG,5 ROOM,PREMIUM APARTMENT,16 TO 18,110.0,78 years 4 months,70-79 years,6181.82,680000.0
anomaly resale price,price_per_sqm,3815.6,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,21496,2013-01,WOODLANDS,EXECUTIVE,PREMIUM APARTMENT,01 TO 03,141.0,72 years 4 months,70-79 years,3815.6,538000.0
anomaly resale price,price_per_sqm,5331.68,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,21871,2013-02,BUKIT PANJANG,4 ROOM,MODEL A,10 TO 12,101.0,69 years 4 months,60-69 years,5331.68,538500.0
anomaly resale price,price_per_sqm,9187.5,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,22119,2013-02,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,80.0,44 years 4 months,40-49 years,9187.5,735000.0
